ISIN,SEDOL,Security Name,Currency,Number of Shares,Percent of Fund,Trade Country Name,Local Price,Sector Classification,Industry Classification,Base Market Value,bb_ticker,bb_exch,sec_type,figi_name
US2600031080,2278407,Dover Corporation,USD,38196.0,0.033454,United States,187.42,Industrials,Machinery,7158694.5,DOV,US,Common Stock,DOVER CORP
US69351T1060,2680905,PPL Corporation,USD,214548.0,0.033428,United States,33.34,Utilities,Electric Utilities,7153030.5,PPL,US,Common Stock,PPL CORP
US22822V1017,BTGQCX1,Crown Castle Inc.,USD,97762.0,0.033378,United States,73.06,Real Estate,Specialized Reits,7142491.5,CCI,US,REIT,CROWN CASTLE INC
US49177J1025,BQ84ZQ6,Kenvue Inc.,USD,400907.0,0.033368,United States,17.81,Consumer Staples,Personal Care Products,7140153.5,KVUE,US,Common Stock,KENVUE INC
US74624M1027,BYZ62T3,Everpure Inc. Class A,USD,68440.0,0.033308,United States,104.14,Information Technology,Technology Hardware Storage & Peripherals,7127341.5,P,US,Common Stock,EVERPURE INC-A
CA3495531079,2347200,Fortis Inc.,CAD,131707.0,0.033297,Canada,75.78,Utilities,Electric Utilities,7125040.5,FTS,CN,Common Stock,FORTIS INC
US15135B1017,2807061,Centene Corporation,USD,109113.0,0.0332,United States,65.11,Health Care,Health Care Providers & Services,7104347.5,CNC,US,Common Stock,CENTENE CORP
JP3500610005,6421553,Resona Holdings Inc.,JPY,455300.0,0.033134,Japan,2451.5,Financials,Banks,7090156.5,8308,JP,Common Stock,RESONA HOLDINGS INC
TW0002890001,6525875,SinoPac Financial Holdings Co. Ltd.,TWD,4971589.0,0.033099,Taiwan,45.25,Financials,Banks,7082704.5,2890,TT,Common Stock,SINOPAC FINANCIAL HOLDINGS
NL0000226223,5962332,STMicroelectronics NV,EUR,142185.0,0.033096,France,43.455,Information Technology,Semiconductors & Semiconductor Equipment,7081968.5,STMPA,FP,Common Stock,STMICROELECTRONICS NV
DE0007100000,5529027,Mercedes-Benz Group AG,EUR,140196.0,0.033038,Germany,43.995,Consumer Discretionary,Automobiles,7069673.5,MBG,GY,Common Stock,MERCEDES-BENZ GROUP AG
US7445731067,2707677,Public Service Enterprise Group Inc,USD,101120.0,0.03297,United States,69.77,Utilities,Multi-Utilities,7055142.5,PEG,US,Common Stock,PUBLIC SERVICE ENTERPRISE GP
JP3165000005,B62G7K6,Sompo HoldingsInc.,JPY,160900.0,0.032914,Japan,6891.0,Financials,Insurance,7043111.5,8630,JP,Common Stock,SOMPO HOLDINGS INC
AU000000WOW2,6981239,Woolworths Group Ltd,AUD,258694.0,0.032856,Australia,38.23,Consumer Staples,Consumer Staples Distribution & Retail,7030710.0,WOW,AU,Common Stock,WOOLWORTHS GROUP LTD
AU000000GMG2,B03FYZ4,Goodman Group,AUD,384309.0,0.03271,Australia,25.62,Real Estate,Industrial Reits,6999519.5,GMG,AU,Stapled Security,GOODMAN GROUP
US1713401024,2195841,Church & Dwight Co. Inc.,USD,73641.0,0.032607,United States,94.75,Consumer Staples,Household Products,6977485.0,CHD,US,Common Stock,CHURCH & DWIGHT CO INC
US40434L1052,BYX4D52,HP Inc.,USD,202286.0,0.032519,United States,34.4,Information Technology,Technology Hardware Storage & Peripherals,6958638.5,HPQ,US,Common Stock,HP INC
US09062X1037,2455965,Biogen Inc.,USD,32281.0,0.03251,United States,215.5,Health Care,Biotechnology,6956555.5,BIIB,US,Common Stock,BIOGEN INC
TW0001303006,6621580,Nan Ya Plastics Corporation,TWD,926470.0,0.032442,Taiwan,238.0,Materials,Chemicals,6942144.5,1303,TT,Common Stock,NAN YA PLASTICS CORP
JP3481800005,6250724,DAIKIN INDUSTRIES LTD.,JPY,52600.0,0.032385,Japan,20740.0,Industrials,Building Products,6929801.0,6367,JP,Common Stock,DAIKIN INDUSTRIES LTD
ZAE000351946,BV2FFX7,Naspers Limited Class N,ZAR,157902.0,0.03234,South Africa,714.6,Consumer Discretionary,Broadline Retail,6920377.5,NPN,SJ,Common Stock,NASPERS LTD-N SHS
US76155X1000,BL71K91,Revolution Medicines Inc.,USD,36234.0,0.032333,United States,190.95,Health Care,Biotechnology,6918882.5,RVMD,US,Common Stock,REVOLUTION MEDICINES INC
TW0002382009,6141011,Quanta Computer Inc.,TWD,636000.0,0.032096,Taiwan,343.0,Information Technology,Technology Hardware Storage & Peripherals,6868100.0,2382,TT,Common Stock,QUANTA COMPUTER INC
HK0992009065,6218089,Lenovo Group Limited,HKD,1422000.0,0.031827,China,37.58,Information Technology,Technology Hardware Storage & Peripherals,6810565.5,992,HK,,
TW0003017000,6544892,Asia Vital Components Co. Ltd.,TWD,63000.0,0.031793,Taiwan,3430.0,Information Technology,Technology Hardware Storage & Peripherals,6803305.5,3017,TT,Common Stock,ASIA VITAL COMPONENTS
SE0000148884,4813345,Skandinaviska Enskilda Banken AB Class A,SEK,293048.0,0.031614,Sweden,227.8,Financials,Banks,6764828.5,SEBA,SS,Common Stock,SKANDINAVISKA ENSKILDA BAN-A
CA4969024047,B03Z841,Kinross Gold Corporation,CAD,241258.0,0.031591,Canada,39.25,Materials,Metals & Mining,6759977.5,K,CN,Common Stock,KINROSS GOLD CORP
LU1598757687,BYPBS67,ArcelorMittal SA,EUR,93198.0,0.03151,France,63.12,Materials,Metals & Mining,6742702.5,MTP,FP,Common Stock,ARCELORMITTAL
GB0004544929,0454492,Imperial Brands PLC,GBP,202176.0,0.031459,United Kingdom,24.92,Consumer Staples,Tobacco,6731825.0,IMB,LN,Common Stock,IMPERIAL BRANDS PLC
US5010441013,2497406,Kroger Co.,USD,112140.0,0.031443,United States,60.0,Consumer Staples,Consumer Staples Distribution & Retail,6728400.0,KR,US,Common Stock,KROGER CO
JP3830800003,6132101,Bridgestone Corporation,JPY,283600.0,0.031402,Japan,3730.0,Consumer Discretionary,Automobile Components,6719567.5,5108,JP,Common Stock,BRIDGESTONE CORP
JP3548600000,6270948,Disco Corporation,JPY,20000.0,0.031122,Japan,52420.0,Information Technology,Semiconductors & Semiconductor Equipment,6659679.0,6146,JP,Common Stock,DISCO CORP
US4943681035,2491839,Kimberly-Clark Corporation,USD,67972.0,0.031085,United States,97.86,Consumer Staples,Household Products,6651740.0,KMB,US,Common Stock,KIMBERLY-CLARK CORP
US7710491033,BMWBC20,Roblox Corp. Class A,USD,139057.0,0.031076,United States,47.82,Communication Services,Entertainment,6649705.5,RBLX,US,Common Stock,ROBLOX CORP -CLASS A
US7458671010,2708841,PulteGroup Inc.,USD,56630.0,0.031032,United States,117.26,Consumer Discretionary,Household Durables,6640434.0,PHM,US,Common Stock,PULTEGROUP INC
CA25675T1075,B4TP9G2,Dollarama Inc.,CAD,53292.0,0.030967,Canada,174.18,Consumer Discretionary,Broadline Retail,6626499.5,DOL,CN,Common Stock,DOLLARAMA INC
INE009A01021,6205122,Infosys Limited,INR,604743.0,0.030954,India,1050.15,Information Technology,It Services,6623600.5,INFO,IN,Common Stock,INFOSYS LTD
IL0006625771,6075808,Bank Hapoalim BM,ILS,251509.0,0.030936,Israel,79.93,Financials,Banks,6619943.5,POLI,IT,Common Stock,BANK HAPOALIM BM
US02043Q1076,B00FWN1,Alnylam Pharmaceuticals Inc,USD,27539.0,0.03083,United States,239.56,Health Care,Biotechnology,6597243.0,ALNY,US,Common Stock,ALNYLAM PHARMACEUTICALS INC
SE0000242455,4846523,Swedbank AB Class A,SEK,161659.0,0.030806,Sweden,402.4,Financials,Banks,6592075.5,SWEDA,SS,Common Stock,SWEDBANK AB - A SHARES
US6658591044,2648668,Northern Trust Corporation,USD,36997.0,0.030756,United States,177.89,Financials,Capital Markets,6581396.5,NTRS,US,Common Stock,NORTHERN TRUST CORP
US26884L1098,2319414,EQT Corporation,USD,131562.0,0.030741,United States,50.0,Energy,Oil Gas & Consumable Fuels,6578100.0,EQT,US,Common Stock,EQT CORP
US6792951054,BDFZSP1,Okta Inc. Class A,USD,36019.0,0.030697,United States,182.37,Information Technology,It Services,6568785.0,OKTA,US,Common Stock,OKTA INC
SG1M31001969,6916781,United Overseas Bank Limited,SGD,199813.0,0.030521,Singapore,41.78,Financials,Banks,6530950.0,UOB,SP,Common Stock,UNITED OVERSEAS BANK LTD
NL0015001FS8,BRS7CF0,Ferrovial N.V.,EUR,119263.0,0.030491,Spain,47.73,Industrials,Construction & Engineering,6524655.5,FER,SM,Common Stock,FERROVIAL NV
INE733E01010,B037HF1,NTPC Limited,INR,1928925.0,0.030461,India,324.0,Utilities,Independent Power And Renewable Electricity Producers,6518269.5,NTPC,IN,Common Stock,NTPC LTD
KYG254571055,BLD13F2,Credo Technology Group Holding Ltd.,USD,37056.0,0.030459,United States,175.89,Information Technology,Semiconductors & Semiconductor Equipment,6517780.0,CRDO,US,Common Stock,CREDO TECHNOLOGY GROUP HOLDI
JP3519400000,6196408,Chugai Pharmaceutical Co. Ltd.,JPY,151300.0,0.030299,Japan,6746.0,Health Care,Pharmaceuticals,6483530.5,4519,JP,Common Stock,CHUGAI PHARMACEUTICAL CO LTD
US9291601097,2931205,Vulcan Materials Company,USD,26738.0,0.030092,United States,240.83,Materials,Construction Materials,6439312.5,VMC,US,Common Stock,VULCAN MATERIALS CO
CH0432492467,BJT1GR5,Alcon AG,CHF,98860.0,0.030084,Switzerland,53.66,Health Care,Health Care Equipment & Supplies,6437507.0,ALC,SW,Common Stock,ALCON INC
GB0007099541,0709954,Prudential plc,GBP,496231.0,0.030056,United Kingdom,9.7,Financials,Insurance,6431478.5,PRU,LN,Common Stock,PRUDENTIAL PLC
US4062161017,2405302,Halliburton Company,USD,191139.0,0.030048,United States,33.64,Energy,Energy Equipment & Services,6429916.0,HAL,US,Common Stock,HALLIBURTON CO
US0494681010,BQ1PC76,Atlassian Corp Class A,USD,33313.0,0.029893,United States,192.02,Information Technology,Software,6396762.5,TEAM,US,Common Stock,ATLASSIAN CORP-CL A
US4461501045,2445966,Huntington Bancshares Incorporated,USD,402468.0,0.029867,United States,15.88,Financials,Banks,6391192.0,HBAN,US,Common Stock,HUNTINGTON BANCSHARES INC
JP3635000007,6900580,Toyota Tsusho Corp.,JPY,134700.0,0.029842,Japan,7463.0,Industrials,Trading Companies & Distributors,6385682.5,8015,JP,Common Stock,TOYOTA TSUSHO CORP
US6935061076,2698470,PPG Industries Inc.,USD,60894.0,0.029743,United States,104.52,Materials,Chemicals,6364641.0,PPG,US,Common Stock,PPG INDUSTRIES INC
US8581191009,2849472,Steel Dynamics Inc.,USD,27052.0,0.029742,United States,235.26,Materials,Metals & Mining,6364253.5,STLD,US,Common Stock,STEEL DYNAMICS INC
GB00BDSFG982,BDSFG98,TechnipFMC plc,USD,88350.0,0.029736,United States,72.02,Energy,Energy Equipment & Services,6362967.0,FTI,US,Common Stock,TECHNIPFMC PLC
BE0003739530,5596991,UCB S.A.,EUR,26638.0,0.029693,Belgium,208.1,Health Care,Pharmaceuticals,6353809.0,UCB,BB,Common Stock,UCB SA
US6795801009,2656423,Old Dominion Freight Line Inc.,USD,36561.0,0.029558,United States,173.0,Industrials,Ground Transportation,6325053.0,ODFL,US,Common Stock,OLD DOMINION FREIGHT LINE
US98978V1035,B95WG16,Zoetis Inc. Class A,USD,88501.0,0.02953,United States,71.4,Health Care,Pharmaceuticals,6318971.5,ZTS,US,Common Stock,ZOETIS INC
US9256521090,BYWH073,VICI Properties Inc,USD,266330.0,0.029522,United States,23.72,Real Estate,Specialized Reits,6317347.5,VICI,US,REIT,VICI PROPERTIES INC
KYG8208B1014,BKPQZT6,JD.com Inc. Class A,HKD,471051.0,0.029458,China,105.0,Consumer Discretionary,Broadline Retail,6303533.0,9618,HK,,
US30225T1025,B02HWR9,Extra Space Storage Inc.,USD,46073.0,0.029435,United States,136.71,Real Estate,Specialized Reits,6298640.0,EXR,US,REIT,EXTRA SPACE STORAGE INC
IE00BDB6Q211,BDB6Q21,Willis Towers Watson Public Limited Company,USD,20302.0,0.02941,United States,309.98,Financials,Insurance,6293214.0,WTW,US,Common Stock,WILLIS TOWERS WATSON PLC
US55261F1049,2340168,M&T Bank Corporation,USD,27678.0,0.029402,United States,227.31,Financials,Banks,6291486.0,MTB,US,Common Stock,M & T BANK CORP
DE000CBK1001,B90LKT4,Commerzbank AG,EUR,134802.0,0.029345,Germany,40.64,Financials,Banks,6279289.0,CBK,GY,Common Stock,COMMERZBANK AG
US7611521078,2732903,ResMed Inc.,USD,27745.0,0.029172,United States,224.99,Health Care,Health Care Equipment & Supplies,6242347.5,RMD,US,Common Stock,RESMED INC
US30212P3038,B748CK2,Expedia Group Inc.,USD,22294.0,0.029104,United States,279.35,Consumer Discretionary,Hotels Restaurants & Leisure,6227829.0,EXPE,US,Common Stock,EXPEDIA GROUP INC
GB00BH4HKS39,BH4HKS3,Vodafone Group Public Limited Company,GBP,3673087.0,0.028933,United Kingdom,1.262,Communication Services,Wireless Telecommunication Services,6191183.5,VOD,LN,Common Stock,VODAFONE GROUP PLC
JP3735400008,6641373,NTT Inc,JPY,5487300.0,0.028881,Japan,177.3,Communication Services,Diversified Telecommunication Services,6180074.5,9432,JP,Common Stock,NTT INC
JP3893200000,6597603,Mitsui Fudosan Co. Ltd.,JPY,654000.0,0.02883,Japan,1485.0,Real Estate,Real Estate Management & Development,6169223.0,8801,JP,Common Stock,MITSUI FUDOSAN CO LTD
US92939U1060,BYY8XK8,WEC Energy Group Inc,USD,59751.0,0.028808,United States,103.17,Utilities,Multi-Utilities,6164510.5,WEC,US,Common Stock,WEC ENERGY GROUP INC
US12503M1080,B5834C5,Cboe Global Markets Inc,USD,22546.0,0.028749,United States,272.86,Financials,Capital Markets,6151901.5,CBOE,US,Common Stock,CBOE GLOBAL MARKETS INC
KYG2177B1014,BYZQ077,CK Asset Holdings Limited,HKD,1040930.0,0.02863,Hong Kong,46.18,Real Estate,Real Estate Management & Development,6126356.0,1113,HK,Common Stock,CK ASSET HOLDINGS LTD
DK0061539921,BN4MYF5,Vestas Wind Systems A/S,DKK,192505.0,0.028553,Denmark,207.0,Industrials,Electrical Equipment,6109864.0,VWS,DC,Common Stock,VESTAS WIND SYSTEMS A/S
US69331C1080,2689560,PG&E Corporation,USD,462436.0,0.028526,United States,13.2,Utilities,Electric Utilities,6104155.0,PCG,US,Common Stock,P G & E CORP
TW0002882008,6425663,Cathay Financial Holdings Co. Ltd.,TWD,1753047.0,0.028501,Taiwan,110.5,Financials,Insurance,6098755.0,2882,TT,Common Stock,CATHAY FINANCIAL HOLDING CO
BREQTLACNOR0,B128R96,Equatorial S.A.,BRL,795086.0,0.028484,Brazil,39.57,Utilities,Electric Utilities,6095192.5,EQTL3,BZ,Common Stock,EQUATORIAL SA - ORD
SA13L050IE10,BSHYYN1,Saudi National Bank,SAR,568456.0,0.028402,Saudi Arabia,40.16,Financials,Banks,6077574.0,SNB,AB,Common Stock,THE SAUDI NATIONAL BANK
JP3762600009,6643108,Nomura Holdings Inc.,JPY,604900.0,0.02839,Japan,1581.0,Financials,Capital Markets,6074936.5,8604,JP,Common Stock,NOMURA HOLDINGS INC
US4663131039,2471789,Jabil Inc.,USD,20241.0,0.028337,United States,299.57,Information Technology,Electronic Equipment Instruments & Components,6063596.5,JBL,US,Common Stock,JABIL INC
JP3475350009,B0J7D91,Daiichi Sankyo Company Limited,JPY,321900.0,0.028223,Japan,2953.5,Health Care,Pharmaceuticals,6039267.0,4568,JP,Common Stock,DAIICHI SANKYO CO LTD
US5732841060,2572079,Martin Marietta Materials Inc.,USD,12297.0,0.028195,United States,490.64,Materials,Construction Materials,6033400.0,MLM,US,Common Stock,MARTIN MARIETTA MATERIALS
US0495601058,2315359,Atmos Energy Corporation,USD,37576.0,0.028149,United States,160.3,Utilities,Gas Utilities,6023433.0,ATO,US,Common Stock,ATMOS ENERGY CORP
JP3892100003,6431897,Sumitomo Mitsui Trust Group Inc.,JPY,534900.0,0.028082,Japan,1768.5,Financials,Banks,6009024.0,8309,JP,Common Stock,SUMITOMO MITSUI TRUST GROUP
NL0011540547,BYQP136,ABN AMRO Bank N.V. Depositary receipts,EUR,120658.0,0.028069,Netherlands,43.43,Financials,Banks,6006291.5,ABN,,Dutch Cert,ABN AMRO BANK NV-CVA
US3724601055,2367480,Genuine Parts Company,USD,46782.0,0.028001,United States,128.08,Consumer Discretionary,Distributors,5991838.5,GPC,US,Common Stock,GENUINE PARTS CO
IT0005508921,BK93RS6,Banca Monte dei Paschi di Siena S.p.A.,EUR,443931.0,0.027974,Italy,11.764,Financials,Banks,5985920.0,BMPS,IM,Common Stock,BANCA MONTE DEI PASCHI SIENA
US45687V1061,BL5GZ82,Ingersoll Rand Inc.,USD,83039.0,0.027874,United States,71.83,Industrials,Machinery,5964691.5,IR,US,Common Stock,INGERSOLL-RAND INC
US1924461023,2257019,Cognizant Technology Solutions Corporation Class A,USD,99609.0,0.027869,United States,59.87,Information Technology,It Services,5963591.0,CTSH,US,Common Stock,COGNIZANT TECH SOLUTIONS-A
BMG2004J1036,BVV7RC7,Carnival Corporation Ltd.,USD,272825.0,0.027845,United States,21.84,Consumer Discretionary,Hotels Restaurants & Leisure,5958498.0,CCL,US,Common Stock,CARNIVAL CORP LTD
SA122050HV19,B39NWT3,Alinma Bank,SAR,895056.0,0.027827,Saudi Arabia,24.99,Financials,Banks,5954649.0,ALINMA,AB,Common Stock,ALINMA BANK
NL0000009082,5956078,Royal KPN NV,EUR,1294028.0,0.027719,Netherlands,3.999,Communication Services,Diversified Telecommunication Services,5931376.5,KPN,,Common Stock,KONINKLIJKE KPN NV
AEE000301011,B01RM25,Emaar Properties (P.J.S.C),AED,1866463.0,0.027596,United Arab Emirates,11.62,Real Estate,Real Estate Management & Development,5905113.5,EMAAR,UH,Common Stock,EMAAR PROPERTIES PJSC
JP3188220002,B5LTM93,Otsuka Holdings Co. Ltd.,JPY,83300.0,0.027497,Japan,11120.0,Health Care,Pharmaceuticals,5884046.5,4578,JP,Common Stock,OTSUKA HOLDINGS CO LTD
US6951561090,2504566,Packaging Corporation of America,USD,25273.0,0.027492,United States,232.77,Materials,Containers & Packaging,5882796.0,PKG,US,Common Stock,PACKAGING CORP OF AMERICA
IE00BF0L3536,BF0L353,AIB Group plc,EUR,439568.0,0.027454,Ireland,11.66,Financials,Banks,5874691.5,AIBG,ID,Common Stock,AIB GROUP PLC
US15189T1079,2440637,CenterPoint Energy Inc.,USD,153062.0,0.027338,United States,38.22,Utilities,Multi-Utilities,5850029.5,CNP,US,Common Stock,CENTERPOINT ENERGY INC
US65473P1057,2645409,NiSource Inc,USD,143320.0,0.027179,United States,40.58,Utilities,Multi-Utilities,5815925.5,NI,US,Common Stock,NISOURCE INC
CNE100000296,6536651,BYD Company Limited Class H,HKD,558200.0,0.027095,China,81.5,Consumer Discretionary,Automobiles,5797947.5,1211,HK,,
KW0EQ0100085,6503138,Kuwait Finance House K.S.C.,KWD,2312133.0,0.026969,Kuwait,0.77,Financials,Banks,5770963.5,KFH,KK,Common Stock,KUWAIT FINANCE HOUSE
US60937P1066,BF2FJ99,MongoDB Inc. Class A,USD,14990.0,0.026869,United States,383.56,Information Technology,It Services,5749564.5,MDB,US,Common Stock,MONGODB INC
US50212V1008,B75JX34,LPL Financial Holdings Inc.,USD,17500.0,0.026832,United States,328.09,Financials,Capital Markets,5741575.0,LPLA,US,Common Stock,LPL FINANCIAL HOLDINGS INC
JP3162600005,6763965,SMC Corporation,JPY,13600.0,0.026779,Japan,66330.0,Industrials,Machinery,5730271.5,6273,JP,Common Stock,SMC CORP
SE0007100581,BYPC1T4,ASSA ABLOY AB Class B,SEK,162472.0,0.02676,Sweden,347.8,Industrials,Building Products,5726277.0,ASSAB,SS,Common Stock,ASSA ABLOY AB-B
PLPKO0000016,B03NGS5,PKO Bank Polski SA,PLN,181591.0,0.026709,Poland,119.84,Financials,Banks,5715376.0,PKO,PW,Common Stock,PKO BANK POLSKI SA
TW0002357001,6051046,Asustek Computer Inc.,TWD,189000.0,0.026695,Taiwan,960.0,Information Technology,Technology Hardware Storage & Peripherals,5712396.5,2357,TT,Common Stock,ASUSTEK COMPUTER INC
US5380341090,B0T7YX2,Live Nation Entertainment Inc.,USD,34135.0,0.026659,United States,167.12,Communication Services,Entertainment,5704641.0,LYV,US,Common Stock,LIVE NATION ENTERTAINMENT IN
INE481G01011,B01GZF6,UltraTech Cement Limited,INR,51238.0,0.026647,India,10670.0,Materials,Construction Materials,5702017.5,UTCEM,IN,Common Stock,ULTRATECH CEMENT LTD
MXP370711014,2421041,Grupo Financiero Banorte SAB de CV Class O,MXN,514001.0,0.026587,Mexico,190.82,Financials,Banks,5689192.5,GFNORTEO,MM,Common Stock,GRUPO FINANCIERO BANORTE-O
ES0109067019,B3MSM28,Amadeus IT Group SA Class A,EUR,90074.0,0.026527,Spain,54.98,Consumer Discretionary,Hotels Restaurants & Leisure,5676290.5,AMS,SM,Common Stock,AMADEUS IT GROUP SA
CA8787422044,2879327,Teck Resources Limited Class B,CAD,86271.0,0.026392,Canada,91.7,Materials,Metals & Mining,5647523.0,TECK/B,CN,Common Stock,TECK RESOURCES LTD-CLS B
IE00BDVJJQ56,BDVJJQ5,nVent Electric plc,USD,35651.0,0.026304,United States,157.88,Industrials,Electrical Equipment,5628580.0,NVT,US,Common Stock,NVENT ELECTRIC PLC
TW0002345006,6005214,Accton Technology Corp.,TWD,96000.0,0.026201,Taiwan,1855.0,Information Technology,Communications Equipment,5606612.0,2345,TT,Common Stock,ACCTON TECHNOLOGY CORP
GB00BPQY8M80,BPQY8M8,Aviva plc,GBP,585997.0,0.026067,United Kingdom,7.124,Financials,Insurance,5577948.5,AV/,LN,Common Stock,AVIVA PLC
US74743L1008,BW1P234,Qnity Electronics Inc.,USD,46208.0,0.025924,United States,120.05,Information Technology,Semiconductors & Semiconductor Equipment,5547270.5,Q,US,Common Stock,QNITY ELECTRONICS INC
US0236081024,2050832,Ameren Corporation,USD,54260.0,0.025922,United States,102.23,Utilities,Multi-Utilities,5547000.0,AEE,US,Common Stock,AMEREN CORPORATION
US2199481068,BMX5GK7,Corpay Inc.,USD,13944.0,0.025919,United States,397.76,Financials,Financial Services,5546365.5,CPAY,US,Common Stock,CORPAY INC
US36266G1076,BL6JPG8,GE Healthcare Technologies Inc.,USD,86188.0,0.02583,United States,64.13,Health Care,Health Care Equipment & Supplies,5527236.5,GEHC,US,Common Stock,GE HEALTHCARE TECHNOLOGY
HU0000061726,7320154,OTP Bank Nyrt,HUF,38081.0,0.025821,Hungary,46160.0,Financials,Banks,5525330.5,OTP,HB,Common Stock,OTP BANK PLC
DE000A1EWWW0,4031976,adidas AG,EUR,33857.0,0.025798,Germany,142.25,Consumer Discretionary,Textiles Apparel & Luxury Goods,5520280.5,ADS,GY,Common Stock,ADIDAS AG
JP3148800000,6456102,IBIDEN CO. LTD.,JPY,44400.0,0.025774,Japan,19555.0,Information Technology,Electronic Equipment Instruments & Components,5515273.5,4062,JP,Common Stock,IBIDEN CO LTD
IT0000066123,4116099,BPER Banca S.p.A.,EUR,338599.0,0.025758,Italy,14.202,Financials,Banks,5511827.5,BPE,IM,Common Stock,BPER BANCA SPA
US87165B1035,BP96PS6,Synchrony Financial,USD,73431.0,0.025751,United States,75.04,Financials,Consumer Finance,5510262.0,SYF,US,Common Stock,SYNCHRONY FINANCIAL
